Frame,C009,C013,C005,C004,C012,C008,C015,C003,C018,C002,C014,C001,C000,C007,C011,C010,C006
72.956565,1.17833,-0.1816549,-0.562139,-0.1210739,-0.1307982,-1.368496,-2.096986,-0.6210465,-0.8339033,0.03122407,0.689856,-0.3879136,-0.2546032,-0.2809311,-0.4762401,1.139238,1.740117
73.023192,-0.5462042,-0.1595453,-0.4030746,-0.327729,-0.1140341,-0.7970745,-1.175648,-0.5485942,0.4994181,0.3005906,-0.06605295,0.1829793,-0.4488184,-0.0053483,-1.158877,-0.7466875,-0.8818969
73.089819,-1.702811,-0.3764503,-0.7270578,-0.2552495,-0.3117178,-1.572362,0.5721038,-0.05178891,-0.5884334,-0.2693252,0.4432242,-0.1570963,0.2853979,-1.352916,-0.3933534,0.03975951,-0.7354834
73.156446,-0.03508307,-0.7999403,-0.5907897,0.039063,-0.3382176,-1.957719,-0.3860963,-0.2344175,-0.7827758,-0.2340053,-0.5622575,-0.8136196,-0.1917713,-0.7011818,-0.2711473,-0.8610755,0.05869533
73.223073,-1.440188,-0.4391324,-0.4478072,0.1303053,-0.399876,-0.6045357,0.05697987,-0.1985135,0.7863548,-0.3125126,0.5461149,0.3728316,-0.1554708,-0.2363249,0.1242369,-0.6721066,-0.2574925
73.2897,-0.5387204,-0.5163808,-0.5942013,0.1539263,-0.7812963,-0.7475797,1.262971,-0.3829791,-0.01474909,-0.3178987,-0.78728,1.251592,-0.5013898,-0.8049362,0.9168856,-0.720806,-0.322055
73.356327,-2.114622,-0.2320073,-0.1480971,1.469932,-0.400955,-1.23167,-2.024953,0.1163169,0.5638375,-0.3655444,-0.417549,0.2563593,-0.4687417,0.3674988,0.338725,-0.322839,-1.323084
73.422954,-0.8606241,-0.2297755,-0.2841719,0.1330977,-0.06393107,-1.19095,-1.8947,0.5511705,0.8864174,0.02949198,-0.5063046,0.4023997,-0.1677861,0.3185288,0.003994034,-0.318385,-0.4848419
73.489581,0.07544815,0.004539873,-0.6383613,-0.8894504,-0.3971798,-1.496278,0.2126922,-0.4155707,0.7588956,-0.5397993,1.562696,1.003444,-0.3465148,0.7582079,-0.2600518,-0.740975,-1.267344
73.556208,-0.371177,-0.3967028,-0.702765,0.94376,-0.4700206,-0.8294247,0.3202899,-0.3850486,-0.1792753,-0.3508331,2.342124,1.551222,-0.184846,-1.196895,0.6182522,-0.5426682,-0.4849664
73.622835,-0.4605758,-0.3799745,-0.7801606,-0.4153715,-0.8132398,-0.08314729,-3.427585,-0.4183874,0.7633911,-0.2958519,2.737276,-0.8463777,0.2315886,-0.07605838,0.3858229,-0.113526,-1.206358
73.689462,-2.067636,-0.3930776,-0.5665756,-0.8406114,-0.3184845,0.03383707,-0.7238075,-0.1880203,0.6069173,0.02188148,3.228066,-0.7073179,0.1754739,-0.761595,-0.01238599,0.1149644,1.089964
73.756089,-0.5520508,-0.2224958,-0.3071925,-0.4416191,-0.1604052,-1.128774,-0.1325225,-0.3698423,0.6212516,-0.2426646,4.442137,-0.5035599,0.6365452,-0.1596788,-0.4137543,-0.3802408,-0.1757845
73.822716,-0.5090381,-0.4690848,-0.2016931,-0.5852277,-0.4693359,-0.3941738,1.266645,-0.8102295,1.030446,-0.03531607,4.817164,0.107719,-0.1466371,0.8464195,-0.5626449,0.176869,-0.3524796
73.889343,-0.6248446,-0.2152598,-0.2964866,-0.4236305,-0.7892616,-0.2440782,-1.050173,-0.8602806,0.4487435,-0.3525383,3.185846,0.2007042,0.1679048,-0.2059249,-0.009707752,-0.4120776,-0.7507339
73.95597,-0.1161733,-0.1371158,-0.3892225,0.3184916,-0.7615293,-0.2431608,-1.703879,0.2932211,-1.68796,-0.03125495,1.943649,-0.7821283,0.12347,-0.7480835,-0.08393384,0.3618051,0.4123743
74.022597,-1.164348,-0.7827795,-0.5358857,0.4795912,-0.104431,-1.180868,0.02879194,0.06341215,2.291458,-0.08359428,2.053275,1.053299,-0.192694,-0.1545653,0.5223113,-0.3607493,0.9399977
74.089224,0.7273632,-0.1188212,-0.6522236,-0.3787133,-0.6044699,-1.099549,1.357169,-0.4138172,0.7075094,-0.4623297,1.515215,-0.2009678,0.2483292,-0.1499032,-0.6720739,-0.1097668,-1.350495
74.155851,0.04729539,0.3896863,-0.4607004,-0.4973296,-0.6680605,-1.014168,1.016042,-0.2533529,0.01622586,0.02383213,1.534882,0.3884261,0.2141257,-0.6537241,0.5563653,-0.5569769,1.160343
74.222478,-0.4849853,0.4346099,-0.6402155,0.09894475,-0.2862555,-0.4007668,-0.56185,-0.1799667,1.56303,-0.259534,2.295968,0.07661503,-0.006882458,0.6882692,-0.5437148,0.05918537,-0.8843011
74.289105,-0.585674,0.6979787,-0.6551024,-0.6122888,-0.203265,0.3889687,0.5203435,0.1645653,0.2238637,0.09005475,2.104422,-0.05705309,0.8040112,-0.291233,-0.1554589,0.5107812,0.2722026
74.355732,0.2873596,0.7875699,-0.3412554,0.5479823,-0.532493,-0.9589399,-0.1077477,-0.2133512,2.462336,0.2554507,2.179008,-0.2637289,0.2226847,-0.1663668,0.1920055,0.3289707,1.247203
74.422359,-1.346349,1.288557,0.2503376,0.02315778,-0.5245888,-1.279914,1.288343,-0.7516112,-0.3268776,-0.7479268,2.499842,0.1596112,-0.2036376,0.5263926,-1.429731,-0.2451802,0.494809
74.488986,-1.993412,0.89315,-0.5719228,-0.4138678,-0.4816523,-0.8651665,0.1953143,-0.03645683,1.595918,-0.2080974,3.391413,1.542506,0.5206129,-0.4013268,-0.7321403,0.2048901,-0.09856009
74.555613,-2.311977,0.7081857,-0.1630309,-0.7457554,-0.477496,-0.4804109,-0.8775595,-0.8812891,0.04242496,-0.02248887,1.868008,0.03196665,-0.01091022,-0.7426146,0.2710457,0.1697265,-0.7077265
74.62224,0.4068783,0.2182793,-0.2579228,-0.06300301,-0.5674647,-1.416911,-0.3577174,-0.3646378,-1.590727,-0.5771666,2.197067,-0.8792268,0.2354499,-0.406506,0.02215363,-0.2143777,-0.8791076
74.688867,-0.2578925,0.9765117,-0.300087,-0.5569479,-0.5939054,-0.8718358,-2.42415,-0.760623,-1.943033,-0.2538999,2.036222,-0.05295063,0.2665136,0.2086879,-0.2269681,-0.3799733,-0.1760349
74.755494,0.497017,0.5210756,-0.3955629,-0.1284605,-0.3021055,-0.8793188,-0.6502782,-0.8148075,-0.04067507,-0.7413061,0.5523267,-0.5122519,0.06284114,0.308151,-0.9271168,-0.04043235,-0.7934377
74.822121,0.06774344,0.8412102,-0.2393278,-0.3655346,-0.3454278,-0.6750239,0.9097828,-0.6604114,-1.018198,-0.2315912,0.1117376,-0.5295335,-0.1134592,0.2878242,-0.5833493,-0.4289669,0.4167933
74.888748,-0.1844801,0.3728532,-0.1963104,1.220357,-0.1523962,-1.483976,-0.4825343,-0.5197892,-0.4313768,-0.2973203,0.9724278,-1.328379,-0.2383922,-1.006704,-0.6369263,-0.5619388,0.1927471
74.955375,1.394174,0.6446257,-0.4091836,-0.4030544,-0.5485074,-1.819323,-1.555351,-0.5328321,0.02989116,-0.05603879,1.208604,0.8703256,-0.08422391,-0.7542842,-0.7043904,-0.4355302,0.6316676
75.022002,-0.2565126,-0.07258662,-0.3439974,1.220573,-0.3469519,-1.565948,0.2902214,-0.1635722,1.363241,0.04313007,0.9401691,0.5657941,-0.1100749,0.3302527,-0.4333024,-0.495496,1.512456
75.088629,0.7875966,0.4209769,-0.500485,1.513485,-0.1327937,-1.132679,-0.554646,-0.4862503,1.111525,0.006677031,0.2501775,-0.2650136,-0.5371296,0.1144854,-0.08157079,-0.6184311,0.06861561
75.155256,-0.2729883,0.581457,-0.2546069,0.4863504,-0.3614495,-1.518049,-3.708701,-0.3211533,0.6987994,-0.1204758,1.015789,-1.041493,-0.3181909,-0.5082461,-0.2134503,-1.200672,0.3944778
75.221883,-0.9706782,0.5338132,-0.1785958,-0.6932313,-0.4682113,-1.409224,1.948967,-0.2619148,2.294811,-0.127062,1.971027,-0.4028884,-0.1641952,0.0212403,-1.399841,-0.0937196,-0.5015472
75.28851,0.5787967,0.1958428,-0.5650262,-0.4586577,-0.4364354,-1.244522,0.1668531,0.0284825,2.50387,-0.4269823,2.337772,-0.9780146,0.09516873,0.05896144,-0.4293795,-0.799149,0.4022769
75.355137,-0.9883097,-0.02391297,-0.272113,-0.1007722,-0.4668353,-0.6282282,0.2856143,-0.4825304,0.5057623,-0.01398687,2.444573,-1.853326,-0.4348906,0.1786827,0.4018385,-0.4465295,0.229435
75.421764,0.4973141,0.4291157,-0.1516699,1.298683,-0.5955086,-0.3478333,-1.631499,-0.732267,1.275609,-0.3098337,1.634152,0.8083825,0.06173705,-0.1004038,-0.1107577,0.1277975,0.4309888
75.488391,-0.8696861,0.1899042,-0.5213028,-0.6870223,-0.4443157,-0.6709878,-1.462954,-0.07828993,0.5846062,-0.4966677,1.10585,-1.148235,0.04006806,-0.8677545,-0.2220514,-1.105491,-0.0264127
75.555018,0.3454652,0.16287,-0.7184823,-0.2042361,-0.5193842,-1.144578,-0.1369355,-0.4260262,0.2993585,0.3255968,1.189429,-0.4261744,-0.6162706,0.9757076,0.1961353,-0.1886862,0.314488
75.621645,0.03646267,0.2478477,-0.3480578,0.1676517,-0.3661221,-1.116516,1.528097,-0.8685789,-1.271763,-0.08420433,1.151965,0.2078265,0.3024898,-0.1947542,-0.1029158,-0.5783005,-0.0573769
75.688272,-0.5054383,0.1487788,-0.2755221,-0.5515062,-0.02499816,-0.9508187,-0.7017271,-0.5139752,-0.07790658,-0.3109826,1.109014,0.234278,-0.3620408,-0.3744253,0.07238457,-0.3581811,-0.1625518
75.754899,-0.6288273,0.3622883,-0.5920784,0.7433868,-0.1798755,-0.5145931,0.8683566,-0.8109491,-0.7553815,-0.3378373,0.9870674,0.4407577,0.5219133,0.2813278,-0.439713,0.9192789,0.8065424
75.821526,-0.03448715,0.1882474,-0.5373901,0.06739838,-0.01123571,-0.6114617,0.5573599,-0.2737318,-0.4676924,0.1655411,1.210918,-0.3692189,0.1627322,-0.4230664,-0.1824154,0.1798245,0.02358845
75.888153,-0.652563,0.1746763,-0.543988,-0.2725308,0.1365869,-1.186257,-0.3098574,-0.8881569,0.08228131,-0.2988729,0.3775557,-1.344632,-0.1089714,-0.2654661,-0.2714337,-0.7195655,0.246299
75.95478,-0.7545325,0.0811011,-0.620748,-0.3872412,-0.5437106,-1.082579,1.585443,-1.236999,0.5728514,-0.1959366,0.03318488,0.9639951,-0.03042654,-0.2652483,-0.03062447,-0.0408594,-0.6681073
76.021407,0.2145431,-0.3436903,-0.4633877,0.9985082,-0.2834864,-1.348688,0.04192972,-1.197851,-0.739899,-0.46184,0.856825,0.08905576,-0.3297735,0.3291864,0.7869001,-0.08160591,0.2350268
76.088034,-0.5099384,0.1913071,-0.452483,0.7724479,-0.3042882,-1.527301,0.3932421,-1.140773,-1.150309,0.01099678,0.03501298,-0.8944228,-0.499239,0.5706483,-0.07125453,0.1215833,-0.8479424
76.154661,0.1983732,0.1212721,-0.2842511,-0.8769919,-0.2482681,-0.5997675,0.2606933,-1.490036,0.331911,-0.2297264,0.9484059,-0.1021914,0.02220498,-0.1739284,0.2769596,-0.01547173,-0.6155514
76.221288,-1.205957,0.1404071,-0.8614551,-0.6312145,-0.4196196,-1.181203,0.0625433,-0.6033757,-0.6305881,-0.3306825,-0.5451156,-0.153167,0.2247655,-0.6159138,-0.3378782,-0.06872219,0.4312012
76.287915,-0.3091626,0.8198786,-0.4795147,0.1665621,-0.574616,-1.24813,-0.8423868,-0.7686173,-0.4000466,-0.01081961,-0.6390601,1.020413,-0.2953666,0.811957,-0.6522408,-0.813329,1.106247
76.354542,0.1778209,0.6535422,-0.6529777,-0.7150429,-0.1978304,-0.9682022,0.4058776,-0.5066199,0.1683262,-0.1414823,-0.6839504,0.3606659,-0.3951436,0.2463581,-1.042431,-0.04713355,0.5122416
76.421169,0.667628,0.3158644,-0.6277012,0.2460486,-0.4549716,-1.940207,-0.2584387,-1.000662,0.02433762,-0.3077351,0.4890054,-0.9861078,-0.05399292,-0.3679574,-0.02285766,0.390278,-0.5058424
76.487796,-0.4698956,0.1305311,-0.7164547,0.4826259,-0.09507158,-1.813541,-0.2615499,-0.7787777,0.7101384,0.102116,0.645574,1.016718,0.4121615,0.3089994,-0.2243478,-0.04662923,-0.8758599
76.554423,0.2499457,0.3921899,-0.4279128,0.4462495,0.1744521,-0.93561,1.014509,-0.8419748,1.04214,-0.4172562,0.9856089,0.7859978,0.04562451,-0.0002307767,-0.4533958,-0.2908992,-0.7227643
76.62105,0.2967528,0.7794797,-0.261903,0.6827762,-0.09332889,-0.9840729,0.9187958,-0.3438326,-0.5666272,-0.03548073,-0.2443597,0.5359556,-0.01613913,-0.9831523,-1.249878,-0.1397169,0.1681277
76.687677,0.4172026,0.5201799,-0.3394384,0.01770201,0.02868896,-0.6907237,-0.4811586,-0.7922002,-1.254849,-0.6272896,-0.4000891,-0.5557516,-0.4107505,0.4638021,-0.4313265,-0.8040519,-0.3901472
76.754304,-0.1889544,0.5110019,-0.7393404,0.1124531,0.1259772,-1.697108,-1.350656,-0.7101452,0.5385018,0.1815667,-0.4323626,-0.6576275,-0.2444715,0.1666744,-0.6612027,-0.09670471,-0.6407866
76.820931,0.6272836,0.6818411,-0.55545,0.2887914,-0.02514763,-1.846743,0.3768304,-0.6166687,-0.3618052,0.03058424,-0.04292342,0.9874936,0.4157577,0.03558318,-0.7427292,-0.6997557,0.4964198
76.887558,-0.0262293,0.04293262,-0.3106711,-0.246848,-0.06244874,-1.635497,-0.6644883,-0.2776388,1.21132,0.3620684,0.3654925,-0.4846941,0.2659773,-0.3685197,0.3075842,0.01276932,0.3687117
76.954185,-0.03759551,0.04118895,-0.3928792,0.358137,-0.3045004,-1.399863,0.1489399,-0.7054971,0.24534,-0.1503753,0.5981423,-0.3613463,0.02258237,-0.6912081,0.236339,-0.422843,-0.4870986
77.020812,-0.7573146,0.6988028,-0.6133247,-0.3247793,-0.6107692,-1.588991,-1.692028,-1.015799,0.1571127,-0.0669223,0.9390798,-0.8773293,-0.09364267,0.4549138,-1.405589,0.2463797,-0.05560477
77.087439,-1.062422,0.2720065,-0.5480134,-0.2472328,-0.5093696,-1.001904,-0.9104827,-0.6644651,0.5834205,0.04241485,0.5466873,0.1920472,0.03439955,0.4688557,-0.9193987,-0.8649766,-0.4539405
77.154066,-0.9727349,0.2600276,-0.2873591,0.07686307,-0.0903491,-1.282286,-1.498922,-0.6557996,-0.9595427,-0.3466722,0.2953894,-0.1193248,-0.5321438,-0.665711,0.1190103,-0.5862765,-0.2472539
77.220693,0.9833576,0.7181851,-0.7522565,0.001757303,-0.04605155,-0.8851235,0.1081747,-0.6198599,-1.176083,-0.1237699,-0.3255216,0.4856952,0.4381073,-0.2494802,-0.5086997,-0.2726107,-0.3577272
77.28732,1.251988,0.7837572,-0.641578,-0.03917924,0.1451503,-1.153516,-0.8896425,-0.509122,1.464426,-0.4102431,-0.2606925,0.6027153,0.7056457,-0.3343431,-0.3825292,-0.3043064,-0.3615184
77.353947,-0.3490614,0.4281713,-0.4621409,0.1011102,-0.0256773,-1.021617,0.5574712,-0.2472582,0.7753965,-0.05328279,0.5134057,0.4376237,0.4199814,0.1101501,0.3550259,-0.7317927,0.4057753
77.420574,0.5762195,0.406313,-0.3764639,0.06984658,-0.1390238,-1.0827,-0.2553721,-1.029512,-0.04895052,-0.5607881,1.735038,-0.8886963,0.08642476,0.5683355,-0.4013702,0.4599046,1.170614
77.487201,-1.437629,0.1180564,-0.1959971,-0.5353549,0.2655994,-1.256769,1.226965,-0.8404041,-0.6395026,-0.317489,0.8313096,-0.4474663,-0.006968634,0.02028888,-0.6414898,-0.1831529,-0.6093314
77.553828,-1.700877,-0.3150989,-0.7869759,0.04165717,-0.3108995,-0.846938,-0.366015,-1.64378,0.2592113,-0.1979684,1.771258,-1.676846,0.7117913,-0.01808452,-0.5053015,-1.285287,0.2491049
77.620455,-0.9597377,0.4767092,-0.5404023,1.477504,0.2423061,-0.7113233,0.141674,-0.975236,0.751582,-0.115385,0.2526134,-0.6893995,0.2134369,-0.16718,-0.5618939,0.4731596,0.7965692
77.687082,0.4176804,0.08948801,-0.7783376,0.5567018,-0.1781397,-0.8644314,-0.7721398,-1.085924,-0.3930188,-0.3532047,0.5343724,0.06906548,0.2212124,-0.7303342,-0.6082363,0.005189802,0.3294887
77.753709,0.187066,-0.124189,-0.636848,-0.9596934,-0.253592,-1.330172,-0.7376281,-0.07298759,-0.1729645,0.01463154,1.11158,-0.2037385,0.00112663,-0.1131129,0.1012136,-0.05276101,1.086216
77.820336,-0.8387083,0.1996496,-0.7939723,-0.5439939,-0.2598608,-1.520079,-1.362078,-0.7439868,-0.6519105,-0.4176806,1.746444,-0.3592253,0.5082317,-0.5737285,0.6276511,0.3399335,-0.01119956
77.886963,-0.5692118,0.5205119,-0.7831315,-0.09693956,-0.6468884,-1.127882,-0.9294512,-0.6209751,0.09483239,-0.4302236,-0.7148111,-0.5995538,0.1970701,-0.9062324,0.8528178,-0.5684673,1.054128
77.95359,-0.6507707,0.6501462,-0.4681732,0.1623002,-0.09787154,-0.9275237,-0.2791889,-0.35455,-2.26948,0.0004877001,0.4918058,0.5731926,0.03739033,-0.4530699,-0.04226298,-0.1532364,-0.2748873
78.020217,-0.7523503,0.2194818,-0.5313822,-0.4686436,-0.2177062,-0.361789,-1.179933,-0.2441247,0.2165131,-0.01762043,-0.1739733,1.136962,-0.01618261,-0.2115514,-0.429605,-0.6473793,-1.147046
78.086844,1.213025,0.7011793,-0.7812916,1.78349,-0.09608052,-0.9892967,0.3646075,-0.2808207,-0.3771281,0.1453332,-0.8542075,1.205456,0.2701927,-0.1804982,0.2143978,-0.3033846,0.7978026
78.153471,1.241119,0.3589322,-0.5938723,0.6872663,-0.3817472,-1.660458,0.7998213,-0.4127588,-0.4773192,-0.0439225,-0.8651785,0.508677,-0.3607275,-0.2051224,-0.1808579,-0.2799517,0.5090914
78.220098,-1.022441,0.272262,-0.4096866,-0.4494111,-0.4827508,-0.9958119,-0.9846697,-1.210299,0.01194952,-0.3761132,-0.6527114,-0.4440182,-0.4387704,1.133881,0.367117,-0.4548831,-0.6605495
78.286725,-0.7197198,0.8060278,-0.7035462,0.02431529,-0.5343217,-0.9921452,0.338869,-0.4916098,-0.6486937,-0.05000669,-0.09313636,0.2765177,0.05773979,-0.05896936,-1.240655,0.2188221,0.6835202
78.353352,-0.8776938,0.5815095,-0.4697325,-0.5117314,-0.558094,-0.6282846,-0.370937,-0.1363664,0.3348223,0.123347,-1.277155,0.8705651,-0.2249868,-0.02122577,-0.3886096,-0.06563125,-0.21709
78.419979,-1.378701,0.8583241,-0.5599514,-0.6226689,-0.5937441,-0.7035886,0.5489939,-1.371921,0.229774,-0.08325393,0.4479286,1.545372,0.2608397,0.3038254,-1.261123,-0.6299118,-0.1227935
78.486606,-1.160373,0.5107956,-0.5209346,-0.5744759,-0.5201449,-0.5917979,-1.062415,-0.1552912,-1.279081,-0.1785672,0.8007135,1.172088,0.5854443,-1.011789,-1.166905,-0.6157258,-1.201547
78.553233,1.326329,0.6931622,-0.7211568,0.4023131,-0.5054678,-1.518129,-0.01022662,-0.966401,2.154995,0.2552542,-0.1713488,1.444779,0.0114722,0.5755191,-0.3434447,-0.4664948,0.2568111
78.61986,0.373761,0.6345745,-0.6090033,0.3421438,-0.7522403,-1.317129,-0.7303008,-0.8313087,-1.257381,-0.7011527,-0.9613526,-0.08092427,-0.2492158,0.5700905,-0.4430013,-0.02723339,1.199948
78.686487,-0.3907195,0.706499,-0.7068582,-0.4408576,-0.4020094,-0.806875,-1.334867,-0.9925265,-1.197616,-0.1936572,-1.262472,0.7453719,-0.3505859,0.9053282,-0.5322011,-0.03787257,0.8680768
78.753114,-1.034291,-0.09099798,-0.5373885,0.697125,-0.6837777,-2.548368,-0.6830003,-0.6958076,-1.114837,-0.2041536,0.9758455,0.7869741,0.1073304,-0.4678469,-0.3815383,-0.5664068,-0.6344244
78.819741,-0.3026491,0.1569991,-0.4892574,1.240053,-0.5644398,-1.512109,0.323909,-0.173749,0.4924107,0.04351772,2.439868,1.471579,0.1349508,-0.7345389,0.2051524,-0.1902359,-0.2807544
78.886368,-0.3040893,0.3516588,-0.8551931,-0.6957793,-0.7181935,-0.9699428,-2.136327,-0.7231422,-0.5223659,-0.4041627,3.345648,-0.555212,-0.0957283,0.6893094,0.04454594,-1.05078,0.361663
78.952995,-1.843611,0.2356581,-0.4453653,-0.1801238,-0.2924102,-1.123076,-0.1350501,-0.9391866,1.69122,-0.3817396,2.760474,1.020541,-0.5415208,-0.2400946,-0.4551044,-0.5856484,-0.6766187
79.019622,0.2323171,0.02843514,-0.6116053,-0.5358089,-0.3547755,-1.439103,-0.2383243,-0.5921485,-0.1521168,-0.1469134,1.49893,0.2104972,0.5768231,-0.8299329,-0.6155828,-0.487144,-0.183768
79.086249,-1.061553,0.4719455,-0.6219596,-0.2471131,-0.8975745,-1.104629,-0.9070647,-0.9276404,-1.353205,-0.3185171,2.163716,-0.5706898,0.04452496,-0.1974712,0.2767725,0.2293787,0.437892
79.152876,-0.1539852,0.2698432,-0.6229721,1.093903,-0.7782351,-0.5506455,0.1250687,-0.4944294,-0.35572,-0.3523167,0.8024355,0.381102,-0.01258772,-0.5758379,0.5358623,-1.002114,0.4134447
79.219503,-1.271161,-0.1607143,-0.7262614,0.8656394,-0.4079774,-0.6997038,-0.7824963,-0.1946289,0.03438713,-0.04526842,1.727027,0.6094329,0.2995399,-0.820972,1.227747,-0.0558005,-1.189557
79.28613,0.7905768,0.4045726,-0.897661,0.4278112,-0.3615925,-1.006298,-0.21911,-0.84626,-0.6186659,0.1352354,0.8752162,1.862728,0.5612989,0.1698228,-1.001865,-0.02677766,1.201012
79.352757,-1.577996,0.005113976,-0.6357557,0.02718217,-0.6371423,-1.641644,0.8085011,-0.7718922,0.3055285,-0.4018557,2.122229,0.3136975,0.1055954,0.03567769,0.4348105,0.1106004,0.2516267
79.419384,-1.318072,0.04821474,-1.084323,0.09528129,-0.6079052,-1.12739,-2.489248,-1.01131,-1.820792,-0.1554335,2.578241,0.01795709,0.2640505,-0.7112995,-0.6796241,0.5075698,-0.3691692
79.486011,-0.5108953,0.03152672,-0.8926836,2.113754,-0.8675299,-0.6763948,0.8172687,-1.094911,-0.6622055,-0.07503571,4.042643,1.019488,0.1674354,-0.1214179,-0.09322691,-0.4547029,0.1320609
79.552638,-0.5952978,0.04406156,-0.5492294,1.185032,-0.6073272,-0.6559495,-0.2275245,-1.560728,-0.3175149,-0.03624129,4.446114,0.4921865,0.2964807,0.3491372,-1.263939,0.112867,0.3333346
79.619265,-1.128019,0.07720443,-0.77556,-1.589001,-0.7415945,-0.7731243,-1.497871,-0.8414749,-1.341968,-0.08183219,3.582761,-0.08573681,0.2442421,-0.4024962,-0.9678327,0.5261179,0.2460235
79.685892,0.2657003,0.4461409,-0.6052851,-0.8404075,-0.775096,-1.066834,-0.8958007,-1.323177,-3.581846,0.4445563,3.414398,1.315493,-0.2192782,0.1733075,0.003251584,0.1041589,-0.4467049
79.752519,-0.4419859,0.07309685,-0.7041185,-0.01025285,-0.4282152,-0.9102811,-0.3007161,-1.056417,0.7946656,0.07111594,1.975488,0.06320665,-0.139698,0.588176,-0.4606524,0.1739956,0.3822879
79.819146,-3.085104,0.4968297,-0.4158445,-0.005130817,-0.6958137,-0.6703787,2.086007,-0.8761948,-0.181027,-0.2174699,1.969635,0.7306316,0.1273798,0.431511,-0.2256275,-0.09451476,0.1384505
79.885773,0.1163719,0.3083254,-0.884585,0.03288446,-0.4333711,-1.900266,0.6449378,-0.1120611,-0.0003870802,-0.2017588,0.7293924,-0.1513688,-0.2142722,0.1088922,-0.4704013,-0.3311878,2.359436
79.9524,-0.3150867,0.2165011,-0.5870056,0.2218364,-0.4254356,-1.030249,-0.9522052,-0.07220265,0.5671184,-0.2711138,1.177401,-0.881414,-0.4284038,1.00858,-0.558035,-0.01559206,-0.1780036
80.019027,-1.49526,0.1870334,-0.5411897,0.3464094,-0.5308012,-1.477367,-1.052516,-0.619556,-2.444353,-0.05471349,1.264958,2.673408,-0.1729948,0.4422073,-0.6452866,-0.1267845,-0.9268427
80.085654,0.1476028,-0.04438708,-0.4733167,1.006784,-0.4583431,-1.173016,-0.5586923,-1.446412,0.6932313,-0.2319579,0.4101717,0.7506933,-0.4057481,0.1680209,-0.02570579,-0.005212845,0.07693148
80.152281,-0.3757029,0.2101118,-0.4407368,-0.3675186,-0.6603361,-1.312881,-0.3438429,-0.7798765,-1.127288,-0.07166238,1.631823,0.2401048,-0.5193532,0.8964021,-0.5899367,1.043493,0.2286852
80.218908,-1.573114,0.446017,-0.6671202,0.6866328,-0.9125932,-0.8752146,0.1557329,-0.9805183,-0.9225222,-0.6018155,1.303858,0.1876317,0.280848,-0.1326064,-0.4610852,-0.4775129,0.1831268
80.285535,-0.5393084,0.3288857,-0.5272573,0.6613043,-0.5228338,-1.17006,-1.429208,-0.8681947,-0.373552,0.2401681,1.141536,-0.494664,-0.03933802,0.7211527,-0.2963032,0.6846457,0.9993376
80.352162,-1.419343,0.2258479,-0.5995177,-0.6709115,-0.9014856,-1.281253,-2.764969,0.09535607,0.3939198,-0.01204286,0.4208321,-0.4813299,0.4387402,-1.681552,0.0188285,-0.3230368,-0.3690823
80.418789,-0.713653,-0.4333261,-0.4056676,-0.4148588,-0.4561603,-1.181678,-0.4330018,-0.1523843,0.7740528,-0.2013975,0.678298,0.01499637,0.1100882,-0.2933137,-0.06992771,0.2212266,0.2242731
80.485416,-0.0530276,0.0150513,-0.6822109,-0.1174276,-0.4393387,-1.235064,-0.2225129,-0.7367203,0.041047,-0.456439,1.38486,0.3674256,-0.2341744,-0.3718337,-0.3502035,-0.2812186,0.2670169
80.552043,0.1442264,0.04189058,-0.5292179,0.4886754,-1.029332,-0.4575107,0.2302206,-0.5405142,-0.7912425,-0.5213364,0.6365072,-0.0578765,-0.2987241,-0.5593262,-0.01040262,0.836977,-0.3536343
80.61867,-0.6889076,0.2800391,-0.5893604,-0.1974293,-0.7171648,-1.221391,-0.318098,-1.133397,1.171125,-0.2624885,1.493445,-1.164153,0.04744588,-1.202966,-0.7919998,0.1356704,-0.4585577
80.685297,-1.074781,-0.1138359,-0.6988648,-0.2585302,-0.8078623,-1.241611,-0.06840287,-0.8266201,-0.5850351,-0.3754577,0.9559164,1.447861,0.2307332,-0.8792267,0.1723756,0.3723611,0.8540159
80.751924,0.2584343,-0.007824839,-0.5829071,0.445532,-0.4258872,-0.5931488,-0.2456879,-0.3205001,-0.2594533,0.1699395,1.115609,-1.157707,0.05556853,-0.4198844,-0.3259842,1.535512,0.2122939
80.818551,-0.3509432,-0.0854735,-0.4262811,-0.1161745,-0.6039561,-1.104371,0.6020805,-0.2027301,-1.31791,-0.4193984,0.619897,-0.6361257,-0.3561667,-0.8808248,-0.1056849,0.6534886,-0.3698701
80.885178,-0.3413128,0.3248654,-0.5785828,0.06500534,-0.6223534,-0.6474106,-0.6164498,-0.5467433,0.7319987,-0.4154848,1.745096,0.5463129,-0.1202962,0.01786437,-0.003868043,0.4157591,0.6190776
80.951805,0.3349701,0.2073877,-0.8794889,0.222967,-0.3289771,-0.5463313,1.448374,-1.10326,0.9946032,0.3406222,0.9001706,0.7460524,-0.009699822,-0.3795513,-0.5402328,0.8702747,0.3326896
81.018432,0.8923062,0.6010118,-0.4840031,-0.08666468,-0.1544928,-0.3113841,-1.303027,-0.3693299,-1.919705,0.07177167,0.5430968,0.1091783,0.1850215,0.1994101,-0.5006948,0.3248748,-0.0130909
